epoch,train_loss,train_acc,val_loss,val_acc
1,0.5008447546386385,75.0609413088318,0.2891090447041227,87.60619690154923
2,0.35759381191943895,83.80523782736421,0.23196481323909426,91.1544227886057
3,0.27790447759050096,88.22426401650102,0.24500375554181528,90.60469765117442
4,0.2214875015608221,90.90568160510031,0.16289704671685307,94.05297351324337
5,0.18274710075774336,92.72454528408025,0.1746061341515903,94.50274862568716
6,0.15789219637034263,93.5433464591537,0.11606590662045457,94.80259870064968
7,0.13088039524494183,94.85592849553097,0.17258410743330194,94.75262368815592
8,0.11833073270511639,95.29970623163948,0.14317419212022942,95.70214892553723
9,0.10294607791150165,96.02475154697169,0.12749790585321047,95.95202398800599
